system:index,date,class_id,LAI_MODIS,FVC_crudo,FVC_gf,LAI_MODIS_raw,FPAR_MODIS,LAI_gf,LAI_crudo,FPAR_MODIS_raw
27_229_0,2023-09-22,9953,1.8,0.45962,0.52846575,18,0.6,1.8436542,1.1061821,60
27_269_0,2023-09-22,3474,0.1,0.45590445,0.4698198,1,0.06,1.0715458,0.84499025,6
27_280_0,2023-09-22,275,3.0,0.6494957,0.6093362,30,0.76,2.4242628,2.0348141,76
27_284_0,2023-09-22,3432,0.30000000000000004,0.37928078,0.35329592,3,0.14,0.69593143,0.7256487,14
27_307_0,2023-09-22,2058,0.5,0.055321977,0.09777145,5,0.25,0.41453466,0.54756993,25
27_317_0,2023-09-22,113,2.0,0.3305148,0.30225596,20,0.64,0.65915596,0.17608409,64
27_334_0,2023-09-22,9643,6.800000000000001,0.7267138,0.57606685,68,0.9400000000000001,2.3528223,2.7389135,94
27_339_0,2023-09-22,5203,5.800000000000001,0.935279,0.73812383,58,0.9400000000000001,3.892377,4.756257,94
27_358_0,2023-09-22,9745,1.0,0.61031294,0.4902214,10,0.41000000000000003,1.4475548,1.5502255,41
27_373_0,2023-09-22,2431,0.2,0.011892625,0.107770346,2,0.09,0.580996,0.5277186,9
27_430_0,2023-09-22,7487,0.7000000000000001,0.09913558,0.10672193,7,0.3,0.23425435,0.26935184,30
27_449_0,2023-09-22,8225,0.5,0.63133514,0.6002988,5,0.25,1.915899,1.9851835,25
27_499_0,2023-09-22,7911,3.2,0.48085052,0.516257,32,0.78,1.9687546,1.0157421,78
28_2_0,2023-09-27,6139,4.6000000000000005,0.37237048,0.39207765,46,0.86,0.9596852,0.7882719,86
28_8_0,2023-09-27,6202,1.3,0.18325724,0.25339776,13,0.51,0.7186223,0.5135525,51
28_11_0,2023-09-27,2812,4.6000000000000005,0.60464364,0.4920138,46,0.88,1.4526577,1.8001877,88
28_38_0,2023-09-27,516,1.5,0.87414217,0.7615471,15,0.54,3.75534,4.3171787,54
28_57_0,2023-09-27,7941,0.9,0.12366809,0.24864672,9,0.4,0.6943422,0.6307979,40
28_73_0,2023-09-27,3002,3.5,0.7316596,0.63590825,35,0.81,3.0486972,3.0882025,81
28_82_0,2023-09-27,3426,1.1,0.02559528,0.13746086,11,0.45,0.5999194,0.6328884,45
28_102_0,2023-09-27,214,3.7,0.5871855,0.5434875,37,0.8300000000000001,1.7912912,1.9880359,83
28_109_0,2023-09-27,9856,2.1,0.24931493,0.34489113,21,0.64,0.9332825,0.6366871,64
28_171_0,2023-09-27,5774,6.6000000000000005,0.75302905,0.6190676,66,0.98,2.6357942,3.2910066,98
28_176_0,2023-09-27,6355,5.5,1.0E-5,0.009720389,55,0.91,0.25354013,0.30127406,91
28_213_0,2023-09-27,3880,5.5,0.80754983,0.7009102,55,0.92,3.2220154,3.9631884,92
28_229_0,2023-09-27,9953,4.800000000000001,0.6878641,0.6152453,48,0.88,2.3447456,2.301036,88
28_247_0,2023-09-27,9664,0.5,1.0E-5,0.01227427,5,0.24,0.57597065,0.7305103,24
28_269_0,2023-09-27,3474,3.0,0.5590806,0.5090381,30,0.79,1.2097553,1.4575526,79
28_274_0,2023-09-27,6093,1.9000000000000001,0.3712299,0.4737464,19,0.63,1.2375448,0.73114574,63
28_280_0,2023-09-27,275,6.4,0.77078444,0.67811614,64,0.92,2.860656,3.308062,92
28_307_0,2023-09-27,2058,1.1,0.053070374,0.18115476,11,0.42,0.71944463,0.590909,42
28_317_0,2023-09-27,113,2.8000000000000003,0.5871851,0.35064372,28,0.75,0.8841681,1.65891,75
28_334_0,2023-09-27,9643,4.7,0.7307944,0.6294306,47,0.85,2.5682185,3.073755,85
28_339_0,2023-09-27,5203,1.1,0.8721964,0.8078661,11,0.45,4.3321915,4.6345134,45
28_343_0,2023-09-27,5265,0.7000000000000001,0.018203506,0.16659747,7,0.3,0.62548995,0.5989277,30
28_350_0,2023-09-27,3179,5.800000000000001,0.68139046,0.60276574,58,0.9400000000000001,2.3302524,2.601788,94
28_357_0,2023-09-27,7753,4.6000000000000005,0.67230636,0.5857941,46,0.88,2.0614603,2.2060976,88
28_373_0,2023-09-27,2431,1.1,0.049716868,0.13941722,11,0.47000000000000003,0.66856474,0.76377696,47
28_396_0,2023-09-27,9182,1.3,0.025802894,0.2027572,13,0.52,0.74285257,0.765009,52
28_418_0,2023-09-27,3744,2.1,0.53807086,0.39281735,21,0.61,1.1108017,1.634064,61
28_422_0,2023-09-27,7245,3.3000000000000003,0.6417507,0.5553449,33,0.8,2.0719209,2.1271465,80
28_424_0,2023-09-27,1763,2.0,0.50288844,0.39990452,20,0.67,0.96514094,1.0236044,67
28_447_0,2023-09-27,3281,4.3,0.6858679,0.5659255,43,0.84,2.2422357,2.7963045,84
28_464_0,2023-09-27,7130,1.0,0.035095375,0.20259477,10,0.41000000000000003,0.7010312,0.8802125,41
28_471_0,2023-09-27,544,1.6,0.78650653,0.6623006,16,0.5700000000000001,3.2241855,3.4888263,57
29_8_0,2023-10-02,6202,1.3,0.3633224,0.32871252,13,0.48,1.0146686,0.6120516,48
29_11_0,2023-10-02,2812,1.5,0.59520954,0.5511376,15,0.56,1.6158062,1.7292596,56
29_38_0,2023-10-02,516,5.2,0.94439995,0.7967014,52,0.91,3.8752966,4.745347,91
29_102_0,2023-10-02,214,3.5,0.65304,0.5596196,35,0.78,1.8725761,2.4554183,78
29_109_0,2023-10-02,9856,1.1,0.45542672,0.36811936,11,0.45,1.0200002,1.2318428,45
29_145_0,2023-10-02,3134,1.5,0.045178566,0.12309784,15,0.51,0.3601856,0.4140273,51
29_171_0,2023-10-02,5774,5.2,0.9511358,0.6625017,52,0.91,2.768175,4.755402,91
29_213_0,2023-10-02,3880,4.9,0.92636114,0.71249217,49,0.9,3.1229272,4.5736847,90
29_247_0,2023-10-02,9664,0.7000000000000001,4.130098E-4,0.0239325,7,0.38,0.56944996,0.63155,38
29_269_0,2023-10-02,3474,1.6,0.6721789,0.53852546,16,0.5,1.3191165,1.7651829,50
29_274_0,2023-10-02,6093,1.1,0.5677375,0.53229,11,0.44,1.6096303,1.5093744,44
29_307_0,2023-10-02,2058,1.3,0.19536544,0.26825336,13,0.49,1.0530694,0.4229088,49
29_319_0,2023-10-02,1989,1.2000000000000002,0.55627745,0.39856723,12,0.46,1.129502,1.642736,46
29_343_0,2023-10-02,5265,0.7000000000000001,0.08106171,0.19792007,7,0.32,0.83574235,0.43358645,32
29_357_0,2023-10-02,7753,1.5,0.7842556,0.6560959,15,0.56,2.2845476,2.9385235,56
29_396_0,2023-10-02,9182,0.7000000000000001,0.11670534,0.21284826,7,0.3,0.9221322,0.5216882,30
29_422_0,2023-10-02,7245,1.5,0.6959007,0.6302941,15,0.56,2.2757359,2.5868037,56
29_430_0,2023-10-02,7487,1.1,0.088105954,0.100100376,11,0.44,0.2902266,0.28345492,44
29_449_0,2023-10-02,8225,1.0,0.55947065,0.5144759,10,0.44,1.4400644,1.4483564,44
29_455_0,2023-10-02,7579,1.2000000000000002,0.8695392,0.63974476,12,0.5,2.685483,3.9976926,50
29_464_0,2023-10-02,7130,0.7000000000000001,0.1294563,0.22123432,7,0.3,0.89904106,0.55537796,30
29_482_0,2023-10-02,4903,1.1,0.71286976,0.69625664,11,0.47000000000000003,2.8637412,2.6298826,47
30_2_0,2023-10-07,6139,4.6000000000000005,0.5033395,0.44521856,46,0.81,1.1820202,1.4274784,81
30_8_0,2023-10-07,6202,2.4000000000000004,0.48899424,0.39873046,24,0.6900000000000001,1.305505,1.3943907,69
30_11_0,2023-10-07,2812,2.5,0.56349987,0.5557593,25,0.7000000000000001,1.6351359,1.6565171,70
30_57_0,2023-10-07,7941,1.8,0.31100237,0.29232234,18,0.59,0.75710857,0.54845417,59
30_73_0,2023-10-07,3002,5.800000000000001,0.8479611,0.7434635,58,0.91,3.5197685,4.3902135,91
30_82_0,2023-10-07,3426,1.0,0.25204307,0.17458369,10,0.39,0.64638656,0.7379531,39
30_102_0,2023-10-07,214,3.7,0.5385383,0.5625711,37,0.8200000000000001,1.8952128,1.8390986,82
30_109_0,2023-10-07,9856,2.4000000000000004,0.51696503,0.3824052,24,0.7000000000000001,1.07597,1.551622,70
30_145_0,2023-10-07,3134,3.0,0.04311664,0.15859754,30,0.72,0.43050802,0.03851841,72
30_153_0,2023-10-07,6697,2.7,0.90140915,0.6821767,27,0.7000000000000001,3.3418362,4.5190396,70
30_171_0,2023-10-07,5774,1.4000000000000001,0.40955806,0.64620364,14,0.54,2.7076972,1.6318998,54
30_176_0,2023-10-07,6355,4.0,1.0E-5,9.444537E-6,40,0.81,0.29686484,0.32970706,81
30_213_0,2023-10-07,3880,2.4000000000000004,0.63869405,0.65153986,24,0.71,2.6905317,2.4608333,71
30_229_0,2023-10-07,9953,5.1000000000000005,0.8817267,0.7423009,51,0.9,3.2019916,4.2661147,90
30_245_0,2023-10-07,1735,1.0,0.847373,0.67751545,10,0.41000000000000003,2.9750476,3.978019,41
30_258_0,2023-10-07,8960,6.4,0.69275135,0.5607007,64,0.92,1.9816078,2.5939007,92
30_269_0,2023-10-07,3474,1.2000000000000002,0.5339501,0.54654366,12,0.46,1.3794981,1.199171,46
30_274_0,2023-10-07,6093,4.5,0.68247575,0.58065015,45,0.87,1.9611182,2.1482742,87
30_280_0,2023-10-07,275,4.7,0.81209373,0.760379,47,0.89,3.4899204,3.9509335,89
30_284_0,2023-10-07,3432,1.9000000000000001,0.35631013,0.3371209,19,0.56,0.6425448,0.71450984,56
30_307_0,2023-10-07,2058,5.0,0.467464,0.35320976,50,0.87,1.3895038,1.2189779,87
30_317_0,2023-10-07,113,3.2,0.073462635,0.42839155,32,0.78,1.3931597,0.31915152,78
30_319_0,2023-10-07,1989,3.2,0.36787826,0.3911098,32,0.78,1.0831093,1.0756642,78
30_334_0,2023-10-07,9643,4.0,0.7217585,0.66797966,40,0.81,2.6436281,3.0559075,81
30_339_0,2023-10-07,5203,4.800000000000001,0.9671912,0.86823153,48,0.89,4.6813383,5.506324,89
30_343_0,2023-10-07,5265,1.4000000000000001,0.2883731,0.27629447,14,0.51,1.1362914,0.5548626,51
30_350_0,2023-10-07,3179,5.0,0.6262067,0.64144987,50,0.89,2.5653985,2.3926482,89
30_396_0,2023-10-07,9182,1.9000000000000001,0.317753,0.28730354,19,0.5700000000000001,1.1866567,0.7234554,57
30_424_0,2023-10-07,1763,0.9,0.19648223,0.28352466,9,0.35000000000000003,0.5616741,0.394269,35
30_430_0,2023-10-07,7487,1.5,0.13932832,0.10110171,15,0.5700000000000001,0.29443076,0.3975857,57
30_447_0,2023-10-07,3281,1.9000000000000001,0.73763084,0.617175,19,0.66,2.3701506,3.1590428,66
30_449_0,2023-10-07,8225,1.9000000000000001,0.50222695,0.49446732,19,0.55,1.3477874,1.3642828,55
30_464_0,2023-10-07,7130,1.9000000000000001,0.29688945,0.29941058,19,0.5700000000000001,1.1806849,0.24398467,57
30_471_0,2023-10-07,544,1.2000000000000002,0.86055297,0.7662533,12,0.48,3.7483218,4.4721255,48
30_482_0,2023-10-07,4903,2.0,0.8331322,0.7233627,20,0.67,3.0739844,3.688692,67
30_499_0,2023-10-07,7911,0.7000000000000001,0.89185613,0.7344371,7,0.29,3.4270024,4.485994,29
31_2_0,2023-10-12,6139,5.2,0.52506834,0.456604,52,0.9,1.2435346,1.4754153,90
31_73_0,2023-10-12,3002,0.7000000000000001,0.84818053,0.74042916,7,0.33,3.5226538,4.284673,33
31_102_0,2023-10-12,214,3.1,0.6217781,0.5521413,31,0.78,1.8573112,2.0848508,78
31_106_0,2023-10-12,956,0.9,0.03858962,0.05053019,9,0.45,0.4793886,1.0631409,45
31_145_0,2023-10-12,3134,1.7000000000000002,0.3463618,0.19130528,17,0.62,0.4916694,0.74554914,62
31_171_0,2023-10-12,5774,5.5,0.5915544,0.61562973,55,0.91,2.5629094,2.3421338,91
31_176_0,2023-10-12,6355,5.2,1.0E-5,9.393695E-6,52,0.91,0.2972268,0.2993702,91
31_213_0,2023-10-12,3880,5.1000000000000005,0.48228765,0.575896,51,0.9,2.1811888,1.4304008,90
31_229_0,2023-10-12,9953,5.800000000000001,0.8632932,0.7696225,58,0.9400000000000001,3.4831724,3.9888196,94
31_280_0,2023-10-12,275,5.7,0.8439262,0.76282203,57,0.9400000000000001,3.626087,4.2297873,94
31_317_0,2023-10-12,113,4.6000000000000005,0.37857124,0.44887432,46,0.87,1.6396896,1.0210406,87
31_334_0,2023-10-12,9643,5.2,0.7245713,0.6406815,52,0.91,2.4898674,3.0015805,91
31_339_0,2023-10-12,5203,7.0,0.88743293,0.84425086,70,1.0,4.5506253,4.8929067,100
31_350_0,2023-10-12,3179,6.300000000000001,0.7598835,0.6389304,63,0.97,2.5754745,3.3851638,97
31_422_0,2023-10-12,7245,2.9000000000000004,0.6961631,0.6402877,29,0.74,2.3996089,2.6560338,74
31_447_0,2023-10-12,3281,5.1000000000000005,0.6236185,0.59913635,51,0.91,2.2276597,2.1971395,91
31_471_0,2023-10-12,544,6.7,0.86043274,0.75873107,67,0.99,3.7312233,4.578533,99
31_499_0,2023-10-12,7911,6.9,0.85951346,0.7618906,69,1.0,3.7399185,4.431158,100
32_2_0,2023-10-17,6139,3.5,0.50145876,0.4645825,35,0.76,1.255433,1.4097755,76
32_8_0,2023-10-17,6202,0.6000000000000001,0.7189265,0.50392145,6,0.29,1.7724006,2.9534087,29
32_11_0,2023-10-17,2812,2.0,0.590844,0.5903442,20,0.63,1.719896,1.764633,63
32_57_0,2023-10-17,7941,1.2000000000000002,0.5667514,0.36999372,12,0.5,0.82043576,1.2487742,50
32_73_0,2023-10-17,3002,5.1000000000000005,0.71405727,0.7650389,51,0.9,3.5916445,3.1227272,90
32_82_0,2023-10-17,3426,1.9000000000000001,0.29442528,0.31855878,19,0.62,1.1086444,0.7368496,62
32_102_0,2023-10-17,214,1.8,0.5327279,0.5290758,18,0.6,1.7626864,1.6933815,60
32_106_0,2023-10-17,956,1.0,0.08452899,0.053088665,10,0.46,0.48300868,0.17233421,46
32_145_0,2023-10-17,3134,4.6000000000000005,0.33163485,0.29460993,46,0.88,0.9082341,0.82804066,88
32_171_0,2023-10-17,5774,0.6000000000000001,0.65287095,0.57295895,6,0.31,2.3478281,2.5466046,31
32_176_0,2023-10-17,6355,1.9000000000000001,1.0E-5,9.870459E-6,19,0.64,0.30566335,0.3344816,64
32_213_0,2023-10-17,3880,4.2,0.38595435,0.4908799,42,0.86,1.6398077,0.9351179,86
32_229_0,2023-10-17,9953,1.2000000000000002,0.850735,0.7973804,12,0.46,3.6524875,4.1172323,46
32_245_0,2023-10-17,1735,1.1,0.7125733,0.65293056,11,0.46,2.7469125,2.8619418,46
32_247_0,2023-10-17,9664,1.1,0.11055811,0.05710039,11,0.47000000000000003,0.4529874,0.42658553,47
32_258_0,2023-10-17,8960,1.1,0.6017955,0.5842279,11,0.45,2.0304694,1.9892727,45
32_269_0,2023-10-17,3474,0.30000000000000004,0.57606936,0.5235359,3,0.14,1.3729436,1.6512991,14
32_274_0,2023-10-17,6093,0.2,0.81227285,0.63408715,2,0.13,2.4836576,3.8096755,13
32_280_0,2023-10-17,275,3.2,0.810789,0.74722993,32,0.79,3.6412,4.004991,79
32_284_0,2023-10-17,3432,1.9000000000000001,0.3494183,0.3129162,19,0.65,0.5815458,0.6324624,65
32_307_0,2023-10-17,2058,0.5,0.78964525,0.49324682,5,0.25,1.9554212,3.5326533,25
32_317_0,2023-10-17,113,0.7000000000000001,0.85564476,0.46145865,7,0.31,1.8405887,3.897179,31
32_319_0,2023-10-17,1989,0.6000000000000001,0.3350155,0.3722063,6,0.31,0.9432305,0.7390561,31
32_334_0,2023-10-17,9643,1.1,0.54972064,0.62768006,11,0.47000000000000003,2.349152,1.7317076,47
32_339_0,2023-10-17,5203,5.0,0.81989753,0.8022747,50,0.9,4.2958045,4.25474,90
32_343_0,2023-10-17,5265,1.0,0.7575519,0.41282305,10,0.46,1.6571983,3.224641,46
32_350_0,2023-10-17,3179,1.3,0.65017307,0.6758336,13,0.47000000000000003,2.7434359,2.547779,47
32_357_0,2023-10-17,7753,2.0,0.67694664,0.667974,20,0.63,2.2331026,2.3143497,63
32_358_0,2023-10-17,9745,1.0,0.08262628,0.17954357,10,0.43,0.37428916,0.13083684,43
32_373_0,2023-10-17,2431,4.7,0.51804256,0.31310794,47,0.89,0.85568416,1.1328237,89
32_396_0,2023-10-17,9182,0.7000000000000001,0.730597,0.4147078,7,0.35000000000000003,1.6297824,3.0188456,35
32_418_0,2023-10-17,3744,2.7,0.47247845,0.42074198,27,0.73,1.0059808,1.0242707,73
32_422_0,2023-10-17,7245,2.9000000000000004,0.6778255,0.6229442,29,0.76,2.3560905,2.6723022,76
32_441_0,2023-10-17,7215,1.0,0.54188627,0.4100937,10,0.42,1.2063333,1.6312792,42
32_447_0,2023-10-17,3281,5.1000000000000005,0.5379606,0.5906843,51,0.9,2.0726266,1.6656349,90
32_455_0,2023-10-17,7579,1.4000000000000001,0.5254712,0.5597115,14,0.53,2.051555,1.5703906,53
32_464_0,2023-10-17,7130,4.1000000000000005,0.781644,0.4339475,41,0.86,1.6712663,3.3636458,86
32_471_0,2023-10-17,544,4.2,0.7254312,0.733322,42,0.86,3.598924,3.2998757,86
32_482_0,2023-10-17,4903,4.6000000000000005,0.8430507,0.72605985,46,0.88,3.2229404,4.0242424,88
32_499_0,2023-10-17,7911,5.0,0.8363108,0.768863,50,0.9,3.907852,4.364237,90
33_2_0,2023-11-16,6139,2.7,0.52841496,0.40143025,27,0.71,1.0509744,1.569836,71
33_11_0,2023-11-16,2812,2.3000000000000003,0.5377602,0.43812856,23,0.67,1.1593977,1.352222,67
33_38_0,2023-11-16,516,2.0,0.4862584,0.39272124,20,0.7000000000000001,1.0144594,1.3205293,70
33_57_0,2023-11-16,7941,1.6,0.6691896,0.5107417,16,0.61,0.9593951,1.4795182,61
33_73_0,2023-11-16,3002,2.0,0.669415,0.6109249,20,0.65,2.4622564,2.657949,65
33_102_0,2023-11-16,214,1.9000000000000001,0.3252468,0.28077596,19,0.61,0.66043115,0.5778021,61
33_106_0,2023-11-16,956,0.7000000000000001,0.072948,0.20921092,7,0.39,0.38422343,0.2819326,39
33_109_0,2023-11-16,9856,2.2,0.39693958,0.25703207,22,0.73,0.40631223,0.79145664,73
33_145_0,2023-11-16,3134,0.30000000000000004,0.73349106,0.5654958,3,0.16,2.2918715,3.0822275,16
33_153_0,2023-11-16,6697,4.800000000000001,0.6309364,0.40506852,48,0.91,1.6633323,2.7847044,91
33_171_0,2023-11-16,5774,3.0,0.68054837,0.5552973,30,0.81,1.9811738,2.6517613,81
33_245_0,2023-11-16,1735,4.1000000000000005,0.5776562,0.43105608,41,0.88,1.2618345,1.7593055,88
33_258_0,2023-11-16,8960,3.6,0.68342245,0.57364434,36,0.8300000000000001,2.0605943,2.5745292,83
33_269_0,2023-11-16,3474,3.0,0.44091934,0.49596027,30,0.77,1.4037992,1.1843492,77
33_274_0,2023-11-16,6093,3.6,0.7576055,0.5739316,36,0.85,2.4819162,3.0977883,85
33_280_0,2023-11-16,275,3.3000000000000003,0.73804086,0.5501941,33,0.8,2.274965,3.1645756,80
33_307_0,2023-11-16,2058,5.5,0.7591265,0.77617353,55,0.92,3.3285832,3.4023883,92
33_319_0,2023-11-16,1989,1.4000000000000001,0.25919,0.22634463,14,0.5700000000000001,0.47872043,0.48198205,57
33_334_0,2023-11-16,9643,1.9000000000000001,0.4415047,0.40725794,19,0.6900000000000001,1.135423,1.1913568,69
33_350_0,2023-11-16,3179,4.5,0.6590821,0.60341156,45,0.9,2.3796704,2.5478275,90
33_357_0,2023-11-16,7753,2.3000000000000003,0.483455,0.44477972,23,0.67,1.1431413,1.1119722,67
33_358_0,2023-11-16,9745,1.3,0.10010745,0.07149217,13,0.52,0.18014611,0.04081958,52
33_373_0,2023-11-16,2431,1.4000000000000001,0.852192,0.76742566,14,0.59,3.1160684,3.8137467,59
33_396_0,2023-11-16,9182,3.7,0.8318676,0.79256,37,0.86,3.3374317,3.8283775,86
33_418_0,2023-11-16,3744,1.4000000000000001,0.27786672,0.2016612,14,0.56,0.3740223,0.48672825,56
33_422_0,2023-11-16,7245,1.5,0.4750368,0.395458,15,0.52,1.2527786,1.2831031,52
33_430_0,2023-11-16,7487,1.8,0.334414,0.2530809,18,0.59,0.58308035,0.78847766,59
33_441_0,2023-11-16,7215,0.8,0.69409883,0.634428,8,0.32,2.3586373,2.9127176,32
33_447_0,2023-11-16,3281,2.6,0.36635652,0.32251847,26,0.72,0.8268443,0.77454764,72
33_455_0,2023-11-16,7579,1.6,0.2808493,0.21706115,16,0.65,0.6422643,0.5204647,65
33_464_0,2023-11-16,7130,1.4000000000000001,0.8510261,0.8403294,14,0.54,3.8968842,4.1263175,54
33_482_0,2023-11-16,4903,3.2,0.6386962,0.5190015,32,0.79,1.8325937,1.8740057,79
34_8_0,2023-11-21,6202,1.4000000000000001,0.74959546,0.5672858,14,0.53,2.090288,2.826618,53
34_38_0,2023-11-21,516,2.0,0.39969242,0.33717203,20,0.61,0.89231277,0.68150467,61
34_57_0,2023-11-21,7941,1.6,0.48071194,0.4515646,16,0.65,0.79857075,0.7181834,65
34_106_0,2023-11-21,956,1.1,0.19945347,0.25116542,11,0.53,0.45871782,0.19324443,53
34_229_0,2023-11-21,9953,1.8,0.6516972,0.4714301,18,0.59,1.6501989,2.1992505,59
34_247_0,2023-11-21,9664,4.9,0.7227885,0.60608834,49,0.9,1.7838346,2.0584955,90
34_258_0,2023-11-21,8960,2.6,0.7496109,0.5175451,26,0.7000000000000001,1.8882852,2.6657345,70
34_269_0,2023-11-21,3474,2.2,0.6539658,0.43959716,22,0.65,1.230552,1.9668692,65
34_307_0,2023-11-21,2058,5.300000000000001,0.8550998,0.72816646,53,0.9,3.080215,3.700337,90
34_343_0,2023-11-21,5265,2.7,0.9064301,0.72905487,27,0.74,3.3473759,4.4150834,74
34_373_0,2023-11-21,2431,3.4000000000000004,0.79906565,0.76552695,34,0.8,3.1965673,3.381704,80
34_424_0,2023-11-21,1763,1.0,0.045545436,0.033808745,10,0.41000000000000003,0.35914084,0.35575664,41
34_464_0,2023-11-21,7130,4.1000000000000005,0.878241,0.7970279,41,0.84,3.6649961,4.0517783,84
35_11_0,2023-11-26,2812,1.0,0.18665269,0.30338272,10,0.49,0.7881108,0.25239283,49
35_109_0,2023-11-26,9856,1.1,0.16269614,0.22857517,11,0.53,0.33565253,1.0E-5,53
35_171_0,2023-11-26,5774,2.1,0.5374164,0.4263962,21,0.71,1.4146782,1.5572324,71
35_339_0,2023-11-26,5203,0.2,0.5254891,0.2906242,2,0.15,0.87437505,1.4805722,15
35_396_0,2023-11-26,9182,3.2,0.88471645,0.70037174,32,0.79,2.9184701,3.6763246,79
35_418_0,2023-11-26,3744,1.1,0.025019195,0.10018157,11,0.53,0.20421308,1.0E-5,53
35_441_0,2023-11-26,7215,0.7000000000000001,0.7082772,0.60468274,7,0.31,2.2407365,2.4352243,31
35_455_0,2023-11-26,7579,1.0,0.04683045,0.100602955,10,0.5,0.40014222,0.42264718,50
35_464_0,2023-11-26,7130,3.2,0.92971563,0.7691161,32,0.79,3.442386,4.3944225,79
35_499_0,2023-11-26,7911,1.5,0.72560847,0.4603148,15,0.61,1.6583166,2.8698535,61
36_38_0,2023-12-01,516,0.5,0.0419033,0.20754546,5,0.28,0.6372551,0.22151987,28
36_57_0,2023-12-01,7941,1.4000000000000001,0.31374264,0.357995,14,0.51,0.56617945,0.25404915,51
36_82_0,2023-12-01,3426,0.9,0.2763648,0.2751896,9,0.45,0.9966436,0.43802148,45
36_106_0,2023-12-01,956,0.9,0.55065334,0.407018,9,0.38,0.79707736,1.187209,38
36_247_0,2023-12-01,9664,3.2,0.757008,0.52920395,32,0.79,1.5835172,2.515198,79
36_280_0,2023-12-01,275,0.5,0.32098886,0.28105593,5,0.23,0.9733056,0.56290877,23
36_284_0,2023-12-01,3432,0.9,0.1876351,0.18307273,9,0.41000000000000003,0.30198368,0.3129104,41
36_307_0,2023-12-01,2058,1.9000000000000001,0.7739013,0.61431396,19,0.63,2.5751722,2.9918437,63
36_343_0,2023-12-01,5265,3.1,0.82750356,0.6506925,31,0.78,2.8196445,3.7336307,78
36_358_0,2023-12-01,9745,0.7000000000000001,0.041494388,0.042222414,7,0.37,0.30325735,0.49534956,37
36_373_0,2023-12-01,2431,0.4,0.8636986,0.73128754,4,0.19,2.830748,3.5989118,19
36_396_0,2023-12-01,9182,2.7,0.72771114,0.6345836,27,0.72,2.6084843,2.5533464,72
36_449_0,2023-12-01,8225,1.1,0.28916824,0.26395932,11,0.44,0.38650528,0.41974676,44
37_171_0,2023-12-06,5774,1.0,0.17663912,0.29089984,10,0.49,0.90202725,0.270088,49
37_213_0,2023-12-06,3880,0.7000000000000001,1.0E-5,0.004109165,7,0.38,0.1677061,0.12885338,38
37_229_0,2023-12-06,9953,0.7000000000000001,0.09520669,0.25510952,7,0.37,0.80888504,1.0E-5,37
37_280_0,2023-12-06,275,0.7000000000000001,0.07536707,0.20263489,7,0.35000000000000003,0.6664975,1.0E-5,35
37_358_0,2023-12-06,9745,0.8,0.03254914,0.031742282,8,0.42,0.34183934,0.2392376,42
37_373_0,2023-12-06,2431,2.7,0.7495516,0.681877,27,0.8,2.4776134,2.5750065,80
37_418_0,2023-12-06,3744,1.1,1.0E-5,0.055636704,11,0.51,0.20068464,0.00839128,51
37_447_0,2023-12-06,3281,0.8,1.0E-5,0.117648765,8,0.42,0.5034466,0.3388376,42
37_455_0,2023-12-06,7579,0.8,1.0E-5,0.04759369,8,0.38,0.33831936,0.49553382,38
37_471_0,2023-12-06,544,0.8,0.17610353,0.09856306,8,0.38,0.2177781,0.3250703,38
37_499_0,2023-12-06,7911,1.4000000000000001,0.30851057,0.3563245,14,0.5700000000000001,1.2329335,0.6691886,57
38_11_0,2023-12-11,2812,1.1,0.008500418,0.11076013,11,0.52,0.36638337,0.14607447,52
38_38_0,2023-12-11,516,0.30000000000000004,1.0E-5,0.0869855,3,0.18,0.42996803,0.3752537,18
38_57_0,2023-12-11,7941,1.1,0.19960658,0.2498425,11,0.52,0.33516783,0.35889363,52
38_82_0,2023-12-11,3426,0.30000000000000004,1.0E-5,0.13571273,3,0.16,0.5156844,0.26276925,16
38_102_0,2023-12-11,214,0.7000000000000001,1.0E-5,0.069597445,7,0.37,0.29871896,0.23537742,37
38_106_0,2023-12-11,956,0.6000000000000001,0.5810603,0.52986693,6,0.3,1.1108432,0.7755433,30
38_109_0,2023-12-11,9856,2.0,0.15330729,0.15494516,20,0.68,0.23992123,0.29155183,68
38_145_0,2023-12-11,3134,0.7000000000000001,0.15895079,0.25397474,7,0.33,0.8116975,0.21220982,33
38_213_0,2023-12-11,3880,0.7000000000000001,0.006393201,0.0058982847,7,0.38,0.19232987,0.2344889,38
38_247_0,2023-12-11,9664,1.1,0.33606523,0.3775685,11,0.5,1.1818811,0.5010278,50
38_258_0,2023-12-11,8960,0.7000000000000001,0.027372072,0.23076822,7,0.4,0.87711555,0.20877632,40
38_269_0,2023-12-11,3474,0.9,0.19485497,0.30933744,9,0.47000000000000003,0.7302577,0.34428954,47
38_274_0,2023-12-11,6093,0.7000000000000001,0.012282045,0.16670035,7,0.39,0.84197074,0.29408625,39
38_280_0,2023-12-11,275,0.4,0.011329588,0.13523428,4,0.25,0.4293375,0.2268338,25
38_317_0,2023-12-11,113,0.7000000000000001,0.07426679,0.036740627,7,0.37,0.29320973,0.34208846,37
38_319_0,2023-12-11,1989,0.9,1.0E-5,0.076855466,9,0.48,0.3023547,0.30645657,48
38_339_0,2023-12-11,5203,0.5,1.0E-5,0.14927097,5,0.26,0.4936001,0.1468251,26
